FIRMWARE REVISION HISTORY,,,
"ZW4105 Enbrighten-GE 28177 Plug-in 2-Outlet Smart Switch with USB, 500S",,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.22,6.51.06,1. Original Release Firmware,1716
