FIRMWARE REVISION HISTORY,,,
"ZW4203 Jasco 14325 Plug-In Outdoor Smart Switch V2, 500S",,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.52,6.81.03,1. Original Release Firmware,1926
