FIRMWARE REVISION HISTORY,,,
ZW4009 Enbrighten GE 14293 In-Wall Smart Toggle Switch (Lt. Alm),,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.53,6.81.03,1. Original Release Firmware,1952
5.54,6.81.03,1. Modify the feature for ON button,2140
