FIRMWARE REVISION HISTORY,,,
ZW3106 Enbrighten-GE 28175 Plug-in 2-Outlet Smart Dimmer with USB,,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.23,6.51.08,1. Original Release Firmware,1716
