FIRMWARE REVISION HISTORY,,,
ZW4002 Enbrighten GE 55258 In-Wall Smart Fan Speed Control,,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.5,6.82.00,1. Original Release Firmware,2036
