FIRMWARE REVISION HISTORY,,,
ZW4008DV Enbrighten GE 43072 In-Wall Smart Paddle Switch (120+277),,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.53,6.81.01,1. Original Release Firmware,1927
