FIRMWARE REVISION HISTORY,,,
ZW4009 Enbrighten GE 46202 In-Wall Smart Toggle Switch,,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.53,6.81.03,1. Original Release Firmware,1918
5.54,6.81.03,1. Modify the feature for ON button,2147
