FIRMWARE REVISION HISTORY,,,
ZW3104 Jasco 28166 Plug-in 1-Outlet Smart Dimmer,,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.21,6.51.08,TBD,1645
