FIRMWARE REVISION HISTORY,,,
ZW4007 Enbrighten GE 14285 Direct Wire 40A Outdoor Smart Switch,,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.55,6.81.01,1. Original Release Firmware,1826
