FIRMWARE REVISION HISTORY,,,
"ZW4008 Jasco 46562 In-Wall Smart Paddle Switch, Quick-fit Simple Wire, 500S",,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.53,6.81.03,1. Original Release Firmware,1916
5.55,6.81.03,1. Add Parameter 84,2118
,,2. Valid Value 0 – No specific behavior necessary,
,,3. Valid Value 1 – Reset Switch to Factory Defaults,
,,4. Modified the feature for ON button,
