FIRMWARE REVISION HISTORY,,,
ZW4106 Enbrighten GE 55249 Plug-in 2-Outlet Smart Switch,,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.51,6.82.00,1. Original Release Firmware,2035
,,,
