FIRMWARE REVISION HISTORY,,,
"ZW4009DV Enbrighten-GE 43074 In-Wall Smart Toggle Switch, 120+277, Quick-fit Simple Wire, 500S",,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.53,6.81.01,1. Original Release Firmware,1927
