FIRMWARE REVISION HISTORY,,,
ZW4008 Honeywell 39348 In-Wall Smart Paddle Switch (QFSW),,,
VERSION,Z-Wave Devkit,Changes,Date Code
5.53,6.81.03,1. Original Release Firmware,1902
,,,
