FIRMWARE REVISION HISTORY,,,
"ZW3012 Jasco 56590 In-Wall Smart Paddle Dimmer, No Ntrl, 700S",,,
VERSION,Z-Wave Devkit,Changes,Date Code
7.06,7.13.06,1. Original Release Firmware,2127
